id;goal;social goals;communication and contact;volunteer work and idealism;career goals;grades;duration of studies;graduation;orientation;job opportunities;networking;status and wealth;safety;educational goals;knowledge;comprehension;competences;personal growth;scientific methods;concrete goals;practical experiences;going abroad;foreign languages;temporal scope;within this semester;within studies;beyond studies;private or professional;professional;private;other tags;nonsense;fun, happiness, satisfaction;S.M.A.R.T.;programming;too vague;sport
1680;Masterthesis erfolgreich schreiben;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1681;erfolgreich Lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1682;Freude am Studium haben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;False
1683;Mein Studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1684;Theoretische und Praktische Erfahrungen im sportlichen Bereich sammeln;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True
1685;Kompetenzen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
1686;Mein Studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1687;Auslandsaufenthalt Neuseeland;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False
1688;Fachpraktikum mit Schwerpunkt Robotik;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1689;Fachpraktikum mit Schwerpunkt Automatisierung;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1690;ROS lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1691;c++ lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1692;Mein Studium mit einem Prädikatsexamen abschließen.;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1693;fundierte Aussagen zum Studienthema machen können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1694;eine Grundlage in Informatik erlangen um darauf (eigenständig) aufbauen zu können;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1695;das Studentenleben kennenzulernen und zu genießen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;True;False;False;False;False
1696;anregenden Austausch mit anderen Studierenden erfahren;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1697;Wissen für mögliche Karriereziele;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1698;Herausfinden was mich interessiert und was ich gut kann;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1699;Durch ein Praktikum einen Einblick in einen möglichen Berufsweg nach dem Studium erhalten.;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1700;Herausfinden, in welche Richtung ich beruflich gehen möchte.;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1701;An wissenschaftlichen Fortschritten beteiligt sein;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1702;In einem intellektuell stimulierenden sozialen Umfeld zu leben;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1703;Ein Auslandssemester oder -praktikum machen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1704;Pflichklausuren mit mind 3,7 bestehen.;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1705;Lernen, wie man wissenschaftliche Texte schreibt (inkl Schreibstil, Formatierung,Referencen,...);False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1706;Mich für eine guten Masterplatz und später auch für einen guten Job qualifizieren;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1707;Überblick über das Thema Cognitive Science bekommen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1708;mich selbst besser kennenlernen (Stärken und Schwächen);False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1709;Abschluss mit einer Note besser als 2,5;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1710;Programmieren lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1711;Praxiserfahrung sammeln;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1712;Berufsaussichten verbessern;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1713;Soziale Interaktion;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1714;BWL-Bachelor und VWL-Master erfolgreich verbinden;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1715;Lerngruppen mit geeigneten Kommilitonen bilden.;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1716;Mein logisches Denken schulen.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1717;Programmieren lernen.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1718;Meine Englischkenntnisse verbessern.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1719;Ein Auslandssemester in Neuseeland.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False
1720;Hausarbeiten schneller schreiben ;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1721;Bessere Noten in Klausuren;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1722;Masterabschluss;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1723;Bachelorabschluss;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1724;Durchhaltevermögen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1725;Selbst lernfähig;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1726;Projektarbeiten;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1727;Projektgruppen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
1728;Softwaretechnik;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False
1729;Hardwarebau;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1730;Bildung;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
1731;Logistik;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1732;Produktion;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
1733;Spanisch;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1734;Studium erfolgreich abschließen;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1735;Praktische Erfahrung sammeln durch Praktika;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1736;Mich beruflich zu orientieren;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1737;StugA-Admin werden;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1738;find an internship;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1739;Die Masterarbeit schreiben.;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1740;WiMi Stelle bekommen.;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1741;Aussichtsreiches Praktikum.;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1742;Einen weiteren BA.;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1743;Einen Affen reiten;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1744;Über den Tellerrand der klassischen/konservativen Ingenieurswissenschaften hinausschauen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1745;Eine gute Abschlußarbeit zu einem praxisnahen Thema schreiben;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1746;einen Überblick über Forschung bekommen, die für mich vielleicht interessant sein könnte (neue Themengebiete entcecken);False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1747;Mut bekommen, mich zu melden;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1748;AI & Computer Science als Module gut abschließen.;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1749;Ein Auslandssemester, am liebsten in Südamerika, machen. Dabei möglichst viel vom Land sehen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
1750;Erwerben von Faehigkeiten: Programmieren, Statistische Auswertung, akademisches Schreiben;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1751;neue Methoden kennenlernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1752;Einblick in Uni-Stukturen bekommen (Gremien, Arbeitsgruppen, Berufungsverfahren...);False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1753;Neuropsychologische Prozesse verstehen und in diesem Gebiet forschen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1754;In einem Unternehmen arbeiten, in dem ich meine Kompetenzen gebraucht werden;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1755;Ideen bekommen was ich später beruflich machen kann;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1756;Wissen über viele verschiedene Fächer bekommen, bevor ich mich später zu sehr spezialisieren muss;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1757;mir klarer werden, was ich mir von meiner Zukunft erhoffe;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1758;Lebensweisen und -philosophien von anderen Studierenden erfahren. Ich möchte nicht einfach nach ein paar Jahren in die Berufswelt ausgespuckt werden. Ich möchte bewusst meine Lebensweise wählen und einen Job haben, der Freiheiten und spannende Möglichkeiten bietet. ;True;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1759;Ich möchte wissen wie ich realistischer Weise eine positive Auswirkung auf die Umwelt und Gesellschaft haben kann. Hochgesteckte Ziele klingen unerreichbar und niedrighesteckte Ziele klingen sinnlos. Ich möchte das Gefühl haben (und das Wissen dazu) etwas verändern zu können. ;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1760;Einen überdurchschnittlich guten Studienabschluss schaffen.;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1761;Mich weiterbilden;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1762;Interessen vertiefen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1763;Fähigkeiten für spätere Berufe lernen;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1764;Berufsperspektiven;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1765;Ausdauer bei schwierigen Aufgaben verbessern;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1766;WiSe 18-19: Eine gute Seminararbeit in CxG schreiben und versuchen sie zu veröffentlichen. ;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;False;True;False;False;True;False;False;False
1767;Fähigkeiten, mich in die Gesellschaft einzubringen;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1768;sicherer Umgang mit relevanten Programmiersprachen und aktuellen libraries;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1769;Viel zu lernen, was mir im Job hilft;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1770;berufsqualifizierende Kenntnisse in Machine Learning erlernen;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1771;mit neuronalen Netzen arbeiten können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1772;Logisches Denken und Argumentieren anwenden.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1773;In Praktikas Theorie anwenden.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1774;Bei einer Forschung aktiv sein, die die Welt verbessern kann. ;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1775;Inhaltliche Kompetenzen für den späteren Beruf möglichst breit und fundiert anlegen.;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1776;Erlangung von wissenschaftlichen Fertigkeiten wie Präsentieren, Scannen von Texten, Verständnis wissenschaftliche theorien und Ansätze;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1777;Ein Praktikum in einem Schlaflabor machen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
1778;Wissenschaftliches Arbeiten/Vorgehen lernen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1779;In so viele Fächer wie möglich reingucken (Naturwissenschaften, Soziologie, Geschichte, Philosophie...);False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1780;Auf ein späteres Berufsfeld vorbereitet werden;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1781;Praxiserfahrung sammeln und die Theorie dahinter verstehen lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1782;Geübter Umgang mit wissenschaftlichen Texten;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1783;Kenntnisse in MS Office Programmen sammeln, wie Excel und Word;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1784;Handlungs- und Sozialkompetenzen anhand meines Fachs erwerben (z.B. Zeitmanagement, Argumentationsfähigkeit, etc.);False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1785;Den Masterstudiengang und meinen Beruf meistern. ;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1786;Theorien kennenlernen/diskutieren/modifizieren;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1787;Auseinandersetzung/Positionierung/Reflektion von ethischen Fragen (allg. und im Rahmen von Wissenschaft);True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1788;Viele Erfahrungen und Wissen sammeln um qualifiziert für den Arbeitsmarkt zu sein;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1789;einen gut bezahlten Job finden der mir Freude macht;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;True;False;False;False;False
1790;Einen Überblick über alle meinem Studium zugehörigen Themenfelder bekommen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1791;An kulturellen und politischen Veranstaltungen teilnehmen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
1792;Erfahrungen im Programmieren sammeln;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1793;-berufsqualifizierenden Abschluss erwerben;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1794;Zum Beruf machen was mir Spaß macht;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;True;False;False;False;False
1795;Mit guten Noten das Studium abschließen ;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1796;Gut auf meinen zukünftigen Job vorbereitet werden ;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1797;Eine Vorstellung von einem gelungenen Leben erlangen.;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1798;Eine Philosophie für eine funktionierende globale menschliche Zivilisation entwickeln.;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1799;Bildung zum gesellschaftlich und kulturell geschulten Bürgertum.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1800;Erfahrung;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
1801;Programmieren lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1802;Durchhaltevermögen stärken;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1803;Englischkenntnisse verbessern;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1804;Das Bildungssystem besser durchschauen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1805;Menschen mit ähnlichen Interessen finden;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1806;Spanisch lernen (A1 bis C1, also 6 Semester Kurse);False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False
1807;Andere Studiengänge ansehen, um spätere Fachübergreifende (oder Fachwechsel-) Tätigkeit auswählen zu können;False;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1808;Vorbereitung für den späteren Beruf;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1809;Eigene Präferenzen im Fachgebiet herausfinden;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1810;Bessere Berufschance zu haben;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1811;Abschlussnote mit einer 1 vor dem Komma;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1812;systematische Wissensstruktur von BWL aufbauen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1813;Meine Promotion abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1814;Unterschiedliche Bereiche kennen lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1815;Das Studium abzuschließen, wenn möglich auch den Master machen, um später im Bereich des kaufmännischen Leiters in einem Unternehmen tätig zu sein.;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;False;True;False;False;False
1816;Grundkenntnisse von BWL und VWL kennen und so attraktiver für Unternehmer zu sein;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1817;Probleme in der Welt mit Mathematik zu lösen um Wohlstand und Wert zu schaffen.;True;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
